Molecule,=O,O,C,N,-O,=N,=N-O,-tBu,-C(=O)H,-C(=O)CH3,-C(=O)N,-N,-C#CH,-C#N,#N,-OEt,-OMe,-cPropyl,-X,F,-CF3,=NCH3,-NC(=O)CH3,-C(=O)O,-C(=O)OMe,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
CCC(=O)OCCO,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7601,65.43,-0.2726,0.0118,0.2844,1412.4566,0.15159,-422.113795,-422.104185,-422.10324,-422.149942,32.581
CCCCC(=O)CC,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4608,79.57,-0.2402,-0.0053,0.2349,1790.5537,0.197376,-350.24362,-350.233041,-350.232097,-350.280757,36.285
CCCCC(=O)CO,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0251,72.48,-0.266,-0.0231,0.2429,1717.496,0.174361,-386.167046,-386.157054,-386.15611,-386.203497,34.39
CCCCC(=O)NC,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3546,77.41,-0.241,0.0384,0.2794,1711.304,0.18729,-366.30932,-366.298908,-366.297964,-366.346193,35.442
CCCCC(=O)OC,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5808,72.73,-0.2672,0.0196,0.2868,1683.1544,0.174853,-386.187331,-386.177241,-386.176296,-386.223653,34.078
CCCNC(=O)CC,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3604,77.04,-0.2401,0.0376,0.2777,1592.9774,0.187334,-366.312176,-366.301848,-366.300904,-366.349604,35.457
CCCNC(=O)CO,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.465,70.16,-0.2419,0.0299,0.2718,1571.1617,0.163447,-402.224308,-402.214065,-402.21312,-402.261645,34.357
CCCNC(=O)NC,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6007,74.36,-0.2357,0.0669,0.3027,1613.0769,0.176166,-382.36705,-382.356659,-382.355715,-382.403903,35.188
CCCNC(=O)OC,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2456,69.75,-0.247,0.0645,0.3115,1496.5623,0.164195,-402.249257,-402.239277,-402.238333,-402.285702,33.523
CCCOC(=O)CC,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.885,72.95,-0.2646,0.0217,0.2862,1632.1555,0.174663,-386.192464,-386.18235,-386.181406,-386.229117,34.197
CCCOC(=O)CN,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9911,69.18,-0.2445,0.0177,0.2622,1601.0586,0.164024,-402.234447,-402.22437,-402.223426,-402.271205,33.692
CCCOC(=O)CO,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1739,65.96,-0.2668,0.0201,0.2869,1571.1138,0.151002,-422.105532,-422.095625,-422.094681,-422.141718,32.977
CCCOC(=O)NC,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4093,70.25,-0.2475,0.0684,0.3159,1578.1656,0.163924,-402.251177,-402.241039,-402.240095,-402.287717,33.665
CCNCC(=O)OC,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5141,69.15,-0.2242,0.0151,0.2393,1409.6375,0.163927,-402.224593,-402.214763,-402.213819,-402.260391,33.261
CCOCC(=O)CC,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3362,73.56,-0.2426,-0.0077,0.2349,1638.578,0.173216,-386.155105,-386.14479,-386.143846,-386.192045,34.589
CCOCC(=O)CO,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6302,66.7,-0.2442,-0.01,0.2342,1577.7295,0.149586,-422.067589,-422.057558,-422.056614,-422.103796,33.322
CCOCC(=O)NC,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2399,69.0,-0.2327,0.0382,0.2709,1179.9166,0.16395,-402.225037,-402.215242,-402.214297,-402.26074,33.461
CCOCC(=O)OC,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4503,66.62,-0.2608,0.0171,0.2779,1534.9037,0.150662,-422.09839,-422.088514,-422.08757,-422.134558,32.438
CNC(=O)CCCO,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3527,70.19,-0.2431,0.0368,0.2799,1640.4988,0.163815,-402.228711,-402.218494,-402.217549,-402.265487,34.185
CNC(=O)CCOC,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5996,70.66,-0.2435,0.0342,0.2778,1610.1742,0.163475,-402.222232,-402.212025,-402.211081,-402.259099,33.697
CNC(=O)NCCO,1.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8853,67.14,-0.2343,0.0655,0.2997,1430.537,0.153093,-418.289684,-418.279763,-418.278819,-418.325703,33.547
CNC(=O)OCCO,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8296,62.69,-0.2564,0.0581,0.3145,1357.0122,0.140876,-438.172512,-438.16288,-438.161936,-438.208682,32.055
COC(=O)CCCO,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8751,65.54,-0.2662,0.0179,0.2842,1612.8018,0.151366,-422.10673,-422.096838,-422.095894,-422.143015,32.81
COC(=O)NCCO,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5404,62.93,-0.2463,0.0617,0.308,1350.7915,0.140927,-438.171321,-438.161706,-438.160762,-438.207397,32.014
COCCC(=O)CO,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8024,66.04,-0.247,-0.0116,0.2354,1618.7786,0.14993,-422.06967,-422.059544,-422.0586,-422.106804,33.244
COCCC(=O)OC,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6698,66.12,-0.2552,0.0151,0.2703,1573.9686,0.151052,-422.099801,-422.089942,-422.088998,-422.135959,32.309
NCC(=O)OCCO,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0122,61.71,-0.251,0.0081,0.2591,1382.5172,0.140987,-438.155556,-438.146022,-438.145078,-438.191539,32.071
OCCCC(=O)CO,1.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0421,65.63,-0.2442,-0.0086,0.2356,1655.8439,0.150256,-422.076368,-422.066272,-422.065328,-422.112923,33.728
OCCNC(=O)CO,1.0,3.0,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9414,62.78,-0.2516,0.0251,0.2767,1385.6047,0.141104,-438.158793,-438.149493,-438.148548,-438.19406,32.008
OCCOC(=O)CO,1.0,4.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8398,58.41,-0.2752,-0.0028,0.2724,1351.0697,0.128418,-458.034662,-458.025533,-458.024589,-458.069788,30.961
CCCOC(C)=NC,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7639,79.11,-0.2406,0.0377,0.2783,1553.2041,0.185884,-366.279245,-366.268677,-366.267733,-366.315975,35.794
CN=C(C)OCCO,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2862,71.55,-0.2483,0.0287,0.277,1368.5082,0.162821,-402.201197,-402.191094,-402.190149,-402.237535,34.176
CC(CCCO)C#C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2317,77.8,-0.2586,0.0569,0.3156,1597.6632,0.174259,-348.970958,-348.960789,-348.959845,-349.006497,35.967
CC(CCCO)C#N,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6905,72.57,-0.2747,0.0377,0.3124,1567.7099,0.164095,-365.080055,-365.070245,-365.069301,-365.11544,33.848
CC(NCCO)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3779,69.59,-0.2557,0.0203,0.276,1328.1281,0.153346,-381.118927,-381.1097,-381.108755,-381.153522,32.569
CC(OCCO)C#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276,71.07,-0.2602,0.0311,0.2914,1290.2422,0.150637,-384.889731,-384.880181,-384.879237,-384.924827,33.85
CC(OCCO)C#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1141,65.41,-0.2615,0.0144,0.2758,1044.7043,0.140227,-400.997799,-400.988621,-400.987676,-401.032018,32.096
CCCCC(C)C#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7563,85.19,-0.2565,0.0588,0.3154,1668.2686,0.197662,-313.050976,-313.040598,-313.039654,-313.08667,37.248
CCCCC(C)C#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1737,79.92,-0.3105,0.0394,0.3499,1638.6827,0.187514,-329.160252,-329.150234,-329.14929,-329.195805,35.127
CCCCC(N)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8648,76.39,-0.2616,0.0249,0.2865,1608.9218,0.176515,-345.200422,-345.190539,-345.189595,-345.235729,34.727
CCCCC(O)C#C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3229,78.12,-0.2638,0.0339,0.2977,1614.2712,0.174102,-348.974399,-348.964301,-348.963357,-349.009772,35.952
CCCCC(O)C#N,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.519,72.99,-0.3002,0.0129,0.3131,1587.1923,0.163815,-365.081091,-365.071363,-365.070419,-365.116299,33.886
CCCNC(C)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4692,76.93,-0.2404,0.0309,0.2713,1569.9113,0.176047,-345.195347,-345.185465,-345.184521,-345.230665,34.572
CCCOC(C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2662,78.72,-0.2516,0.0413,0.2929,1533.7088,0.17335,-348.966476,-348.956277,-348.955333,-349.002579,35.712
CCCOC(C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6172,73.55,-0.2763,0.0204,0.2968,1505.8674,0.163082,-365.073471,-365.063628,-365.062684,-365.109244,33.687
CCNCC(O)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8058,70.26,-0.2589,0.0211,0.28,1466.6629,0.153292,-381.120729,-381.111481,-381.110537,-381.155341,32.352
CCOCC(C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0076,78.7,-0.2561,0.0571,0.3131,1508.4501,0.173754,-348.971059,-348.960948,-348.960003,-349.006507,35.536
CCOCC(C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9682,73.51,-0.2709,0.0369,0.3079,1479.1196,0.163523,-365.079495,-365.069729,-365.068785,-365.114809,33.468
CCOCC(N)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7534,69.94,-0.2613,0.0238,0.2851,1448.1299,0.152714,-381.119954,-381.110365,-381.109421,-381.155001,32.931
CCOCC(O)C#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181,70.74,-0.2576,0.0305,0.2881,1367.6167,0.150039,-384.890027,-384.880096,-384.879152,-384.925557,34.347
CCOCC(O)C#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0177,65.36,-0.2725,0.0096,0.2821,1257.2296,0.139926,-400.994113,-400.984635,-400.983691,-401.029602,32.266
COCCC(C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4799,78.58,-0.2545,0.0557,0.3102,1563.6496,0.173895,-348.962994,-348.952857,-348.951913,-348.99854,35.449
COCCC(C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7794,73.33,-0.2658,0.036,0.3018,1534.7604,0.163724,-365.071687,-365.061909,-365.060965,-365.107077,33.339
COCCC(N)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5889,70.03,-0.2586,0.0258,0.2844,1508.3585,0.152964,-381.11555,-381.105915,-381.10497,-381.150753,32.834
COCCC(O)C#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3963,71.41,-0.253,0.0304,0.2834,1510.8823,0.15032,-384.886604,-384.876731,-384.875787,-384.921892,34.171
COCCC(O)C#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7689,66.33,-0.2658,0.0091,0.2749,1484.3179,0.140041,-400.992632,-400.983142,-400.982198,-401.027698,32.098
NC(CCCO)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6423,69.09,-0.263,0.0238,0.2868,1538.0907,0.153103,-381.120277,-381.110612,-381.109668,-381.155395,33.443
OCCCC(O)C#C,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6366,70.75,-0.2646,0.0325,0.297,1545.1008,0.150644,-384.894075,-384.884171,-384.883227,-384.929352,34.688
OCCCC(O)C#N,0.0,2.0,5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6196,65.66,-0.2752,0.0113,0.2865,1517.4927,0.140351,-401.000553,-400.991022,-400.990078,-401.03565,32.619
CC(CCCO)C=O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8374,72.82,-0.246,-0.0191,0.2269,1622.4382,0.174089,-386.148748,-386.138482,-386.137538,-386.185307,34.845
CC(OCCO)C=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0866,65.61,-0.2614,-0.0344,0.2271,1351.3997,0.150341,-422.071196,-422.061572,-422.060628,-422.106763,32.885
CCCCC(C)C=O,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8303,80.19,-0.2441,-0.0173,0.2267,1693.4136,0.197533,-350.228897,-350.218428,-350.217484,-350.265575,36.114
CCCCC(O)C=O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2294,73.42,-0.2721,-0.0363,0.2358,1635.7153,0.174455,-386.159165,-386.149402,-386.148458,-386.194476,34.192
CCCCN(C)C=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9777,77.56,-0.2386,0.0335,0.2721,1612.0582,0.187483,-366.29734,-366.287264,-366.28632,-366.333352,34.609
CCCOC(C)C=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8999,73.0,-0.2529,-0.0261,0.2267,1585.7926,0.1732,-386.148934,-386.138739,-386.137795,-386.185145,34.625
CCOCC(C)C=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8012,73.14,-0.2522,-0.0218,0.2303,1472.0668,0.173655,-386.149829,-386.139763,-386.138818,-386.185644,34.297
CCOCC(O)C=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6655,65.69,-0.2603,-0.0357,0.2246,1386.7689,0.150764,-422.074111,-422.064656,-422.063712,-422.109556,32.482
CN(CCCO)C=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6006,70.37,-0.2409,0.0321,0.2729,1544.622,0.163992,-402.216428,-402.206547,-402.205602,-402.252363,33.347
COCCC(C)C=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1537,73.53,-0.2476,-0.0203,0.2272,1591.729,0.173709,-386.14108,-386.130818,-386.129874,-386.177792,34.344
COCCC(O)C=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9309,66.75,-0.2565,-0.0393,0.2172,1531.4243,0.1507,-422.071549,-422.062034,-422.06109,-422.106682,32.405
COCCN(C)C=O,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5709,70.25,-0.2367,0.0363,0.2731,1230.036,0.16373,-402.209971,-402.200249,-402.199305,-402.245678,32.736
OCCCC(O)C=O,1.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9785,66.02,-0.2674,-0.0382,0.2292,1566.3752,0.151015,-422.078619,-422.069064,-422.06812,-422.113786,32.921
CC(CO)CCCO,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6318,75.34,-0.2622,0.0769,0.3391,1754.1957,0.197979,-387.33526,-387.324546,-387.323601,-387.371631,37.297
CC(CO)OCCO,0.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3461,68.18,-0.2606,0.0638,0.3244,1278.9346,0.175094,-423.261386,-423.251513,-423.250569,-423.296961,34.869
CCC(C)CCCO,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3466,82.54,-0.2614,0.0813,0.3427,1826.209,0.221455,-351.413174,-351.402237,-351.401293,-351.449833,38.544
CCC(C)CCOC,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714,83.28,-0.2493,0.0828,0.332,1788.4206,0.221134,-351.405818,-351.394926,-351.393981,-351.442446,38.018
CCC(C)OCCO,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2701,75.62,-0.2585,0.0732,0.3317,1350.0523,0.19776,-387.339731,-387.329286,-387.328342,-387.376496,36.683
CCC(O)CCCO,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7163,75.55,-0.2605,0.0706,0.3311,1766.2465,0.197911,-387.341528,-387.330912,-387.329967,-387.377618,37.316
CCC(O)CCOC,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4214,76.19,-0.2484,0.0702,0.3186,1728.4387,0.197619,-387.334657,-387.324083,-387.323139,-387.37071,36.794
